method,cnn,reduction,classifier,features,F002,F010,F020,F030,F040,F050,F075,F100,F150,F200,F250,F300,Full,Mean,Sd,MedianQ2,Q1_25%,Q3_75%,Max,Min 
DenseNet201_ReliefF_MLP,DenseNet201,ReliefF,MLP,94080.0,50.0000,50.0000,69.5798,78.2773,75.3782,78.2773,80.8824,83.8235,83.8235,88.2353,88.2353,86.7647,90.3781,74.7031,14.9621,79.4118,70.5882,85.2941,94.1176,34.2857
DenseNet201_ReliefF_Logistic,DenseNet201,ReliefF,Logistic,94080.0,50.0000,50.0000,67.6471,79.7059,78.5714,82.6471,82.6050,83.8235,83.8235,88.2353,83.8235,86.7647,91.5462,75.9552,14.4370,82.3529,73.0042,85.2941,91.1765,34.2857
DenseNet201_ReliefF_RandomForest,DenseNet201,ReliefF,RandomForest,94080.0,75.3782,83.8235,86.7647,85.5042,88.2353,88.2353,86.9748,88.4033,88.2353,91.1765,89.7059,91.1765,91.2605,86.6828,5.8266,88.2353,82.8571,91.1765,97.0588,70.5882
DenseNet201_ReliefF_Adaboost,DenseNet201,ReliefF,Adaboost,94080.0,76.4706,81.1765,82.3529,85.2941,85.2941,85.5042,86.7647,85.2941,85.5462,85.2941,86.9748,88.2353,90.0756,84.3627,6.7449,85.2941,79.8529,88.2353,100.0000,64.7059
DenseNet201_ReliefF_Gaussian,DenseNet201,ReliefF,Gaussian,94080.0,75.3782,79.7059,80.8824,78.2773,80.8824,82.6050,82.3529,85.2941,82.6050,82.6050,82.3529,80.8824,85.3782,81.2913,4.6353,82.3529,77.1429,85.2941,91.1765,67.6471
NASNetMobile_PCA_PCC,NASNetMobile,PCA,PCC,51744.0,51.4706,64.7059,70.5882,67.1428,73.5294,76.8067,73.5294,77.9412,73.9076,75.0000,77.9412,76.4706,66.9328,71.2927,9.2221,73.5294,65.4622,76.4706,85.7143,37.1429
NASNetMobile_PCA_J48,NASNetMobile,PCA,J48,51744.0,50.0000,55.0421,65.2101,54.4118,63.7815,69.1176,63.2353,62.3529,61.7647,72.0588,61.7647,63.2353,65.2101,61.8522,9.8647,61.7647,55.8824,69.0756,85.2941,35.2941
NASNetMobile_PCA_RBF,NASNetMobile,PCA,RBF,51744.0,52.9412,68.1093,76.4706,71.0084,78.2773,83.8235,80.8824,84.0756,77.9412,81.1765,82.6471,80.8824,70.1345,77.0119,9.5731,79.4118,71.4286,83.4664,91.1765,47.0588
NASNetMobile_PCA_LinearSVM,NASNetMobile,PCA,LinearSVM,51744.0,55.8824,69.5798,77.9412,70.5882,79.7059,75.0000,76.4706,79.4118,76.8067,80.8824,79.4118,79.4118,71.6555,74.3102,9.0067,76.4706,70.0840,80.0000,91.1765,47.0588
NASNetMobile_PCA_MLP,NASNetMobile,PCA,MLP,51744.0,52.9412,61.7647,74.2857,67.6471,76.8487,82.3529,76.4706,79.4118,73.5294,73.5294,76.4706,72.0588,64.5630,72.7353,9.3884,74.2857,67.6471,79.4118,88.2353,45.7143
NASNetMobile_PCA_Logistic,NASNetMobile,PCA,Logistic,51744.0,54.4117,67.6471,79.4118,72.0588,76.8067,77.9412,76.4706,79.4118,79.4118,79.4118,80.8824,81.1765,73.6975,74.9405,9.4457,76.4706,70.5882,82.3529,88.2353,44.1176
NASNetMobile_PCA_RandomForest,NASNetMobile,PCA,RandomForest,51744.0,52.1849,68.1093,76.4706,70.5882,72.0588,76.4706,78.2773,76.4706,70.5882,63.7815,66.6807,58.8235,72.7731,68.7045,10.0233,70.5882,61.7647,76.4706,88.2353,31.4286
NASNetMobile_PCA_Adaboost,NASNetMobile,PCA,Adaboost,51744.0,51.4706,64.7059,67.6471,66.1765,69.1176,69.5798,71.0084,73.9076,64.7059,64.7059,64.7059,66.6807,71.0420,66.5574,8.7695,66.6807,61.7647,71.4286,88.2353,34.2857
NASNetMobile_PCA_Gaussian,NASNetMobile,PCA,Gaussian,51744.0,55.8824,66.1765,73.5294,70.5882,73.5294,73.9076,72.0588,73.5294,67.6471,64.7059,63.2353,61.7647,61.4034,67.8803,9.3590,67.6471,64.7059,73.5294,88.2353,42.8571
NASNetMobile_UMAP_PCC,NASNetMobile,UMAP,PCC,51744.0,63.2353,59.4117,70.5882,66.1765,69.5798,71.0084,73.9076,73.9076,69.1176,75.3782,73.5294,70.5882,66.9328,69.4734,7.8637,70.5882,64.7059,74.2857,85.2941,44.1176
NASNetMobile_UMAP_J48,NASNetMobile,UMAP,J48,51744.0,60.8403,55.8824,67.6471,62.3109,70.5882,71.0084,69.1176,70.5882,64.7059,73.5294,70.5882,69.5378,65.2101,67.0343,9.3086,67.6471,61.7647,73.5294,91.1765,41.1765
NASNetMobile_UMAP_RBF,NASNetMobile,UMAP,RBF,51744.0,64.7059,50.0000,57.3529,60.2941,65.2521,66.1765,69.5798,64.7059,58.8235,61.7647,61.7647,57.3529,70.1345,61.5630,7.9427,61.7647,55.8824,67.6471,79.4118,40.0000
NASNetMobile_UMAP_LinearSVM,NASNetMobile,UMAP,LinearSVM,51744.0,60.2941,48.5294,55.8824,60.2941,64.7059,67.6471,69.5798,66.1765,60.2941,63.2353,69.1176,60.2941,71.6555,61.7584,8.3035,61.7647,56.8278,67.6471,76.4706,37.1429
NASNetMobile_UMAP_MLP,NASNetMobile,UMAP,MLP,51744.0,58.8235,50.0000,52.9412,57.9832,58.8235,61.7647,67.6471,50.7143,55.0840,58.8235,51.4706,44.1176,64.5630,55.9426,9.2858,55.8824,50.0000,63.3193,76.4706,34.2857
NASNetMobile_UMAP_Logistic,NASNetMobile,UMAP,Logistic,51744.0,58.8235,50.0000,60.9244,61.4286,72.0588,69.5798,73.5294,70.5882,67.6471,70.5882,75.0000,72.8572,73.6975,67.1737,9.8871,68.1093,61.7647,73.5294,91.1765,40.0000
NASNetMobile_UMAP_RandomForest,NASNetMobile,UMAP,RandomForest,51744.0,63.2353,63.7815,66.6807,67.6471,73.9076,75.3782,79.4118,76.4706,75.0000,79.4118,76.8067,72.4790,72.7731,72.8606,8.7257,73.5294,67.6471,79.4118,91.1765,47.0588
NASNetMobile_UMAP_Adaboost,NASNetMobile,UMAP,Adaboost,51744.0,63.2353,60.2941,64.7059,66.6386,71.0084,73.9076,75.0000,69.1176,72.0588,76.4706,72.4790,75.3782,71.0420,69.7584,8.5911,70.5882,64.7059,76.4706,94.1176,47.0588
NASNetMobile_UMAP_Gaussian,NASNetMobile,UMAP,Gaussian,51744.0,64.7059,52.1849,61.7647,59.4117,69.5798,61.7647,73.5294,64.7059,60.2941,61.7647,66.1765,63.2353,61.4034,62.9146,7.1511,64.7059,58.4034,67.6471,76.4706,44.1176
NASNetMobile_ReliefF_PCC,NASNetMobile,ReliefF,PCC,51744.0,47.0588,57.9832,51.4706,47.0588,47.0588,47.0588,50.0000,60.2941,47.8151,49.2857,51.4706,54.4118,66.9328,51.5602,8.5819,50.0000,47.0588,57.1429,73.5294,26.4706
NASNetMobile_ReliefF_J48,NASNetMobile,ReliefF,J48,51744.0,48.5294,52.1849,48.5294,48.5294,47.0588,51.4706,56.5126,55.0840,52.9412,50.0000,49.2437,54.4118,65.2101,50.9244,7.5780,51.4286,47.0588,55.8824,67.6471,31.4286
NASNetMobile_ReliefF_RBF,NASNetMobile,ReliefF,RBF,51744.0,51.4706,59.4538,45.5882,45.5883,52.9412,47.8151,54.4118,65.2101,47.0588,48.5294,52.9412,51.4706,70.1345,51.4881,9.1144,52.9412,46.3235,58.8235,76.4706,28.5714
NASNetMobile_ReliefF_LinearSVM,NASNetMobile,ReliefF,LinearSVM,51744.0,50.0000,55.8824,50.0000,50.0000,50.0000,50.0000,52.9412,66.6807,50.0000,50.0000,50.0000,50.0000,71.6555,50.3424,9.2975,50.0000,42.8571,55.8824,79.4118,34.2857
NASNetMobile_ReliefF_MLP,NASNetMobile,ReliefF,MLP,51744.0,51.4706,54.4118,48.5294,45.5882,51.4706,47.0588,57.3529,62.3109,50.0000,50.0000,53.6555,56.5126,64.5630,52.7402,9.0587,52.9412,46.7227,59.5588,74.2857,35.2941
NASNetMobile_ReliefF_Logistic,NASNetMobile,ReliefF,Logistic,51744.0,50.0000,60.8403,48.5294,47.8151,54.4118,45.5882,57.1429,67.6471,48.5294,48.5294,47.0588,53.6555,73.6975,51.6212,9.7174,50.7143,44.1176,58.8235,73.5294,25.7143
NASNetMobile_ReliefF_RandomForest,NASNetMobile,ReliefF,RandomForest,51744.0,48.5294,57.3529,47.0588,47.0588,50.0000,48.5294,55.7143,66.6807,51.4706,49.2857,50.0000,55.8824,72.7731,52.1639,9.0481,52.9412,47.0588,58.8235,74.2857,31.4286
NASNetMobile_ReliefF_Adaboost,NASNetMobile,ReliefF,Adaboost,51744.0,50.0000,53.6135,48.5294,45.5882,52.1849,49.2437,54.4118,64.7059,52.9412,47.0588,44.9579,55.0840,71.0420,52.0294,8.7531,51.4286,47.0588,58.8235,74.2857,31.4286
NASNetMobile_ReliefF_Gaussian,NASNetMobile,ReliefF,Gaussian,51744.0,50.0000,62.3109,51.4706,44.1176,50.0000,44.1176,52.9412,54.4118,41.1765,47.8151,46.3865,50.0000,61.4034,50.2458,9.0097,50.0000,44.1176,58.8235,71.4286,31.4286
MobileNetV2_PCA_PCC,MobileNetV2,PCA,PCC,62720.0,64.7059,85.2941,88.2353,85.2941,88.4033,88.2353,86.9748,85.2941,77.9412,78.2773,75.0000,72.4790,77.2101,81.7542,8.7552,82.3529,76.4706,88.2353,97.0588,60.0000
MobileNetV2_PCA_J48,MobileNetV2,PCA,J48,62720.0,58.8235,76.8067,75.0000,82.3529,78.2353,79.4118,74.2857,73.5294,75.3782,76.8067,78.2773,76.4706,78.7143,75.9153,8.6336,76.4706,70.5882,82.3529,94.1176,48.5714
MobileNetV2_PCA_RBF,MobileNetV2,PCA,RBF,62720.0,68.1093,91.1765,94.1176,94.1176,94.1176,94.2017,92.7731,94.1176,91.4286,88.2353,88.4033,89.7059,90.6471,89.2584,7.9396,91.1765,88.2353,94.1176,97.0588,58.8235
MobileNetV2_PCA_LinearSVM,MobileNetV2,PCA,LinearSVM,62720.0,63.2353,88.2353,89.7059,86.9748,88.2353,84.0756,85.5042,91.1765,88.2353,89.8740,88.2353,91.1765,93.5714,85.4727,8.8023,88.2353,82.3529,91.1765,100.0000,51.4286
MobileNetV2_PCA_MLP,MobileNetV2,PCA,MLP,62720.0,69.1176,86.7647,85.2941,86.9748,88.2353,86.7647,81.1765,79.4118,76.4706,64.7059,62.3109,66.1765,91.8067,77.5693,10.7187,79.4118,67.6471,86.3445,97.0588,55.8824
MobileNetV2_PCA_Logistic,MobileNetV2,PCA,Logistic,62720.0,63.2353,86.7647,86.9748,86.7647,88.2353,82.8571,86.7647,91.1765,88.4033,91.1764,88.4033,91.3025,93.2857,86.0308,8.9749,88.2353,82.8571,91.1765,100.0000,48.5714
MobileNetV2_PCA_RandomForest,MobileNetV2,PCA,RandomForest,62720.0,67.6471,88.2353,86.9748,85.5462,89.7059,85.5042,88.2353,86.7647,85.5042,82.6050,82.3529,76.4706,87.7311,83.7066,7.9963,85.2941,79.4118,88.3193,100.0000,60.0000
MobileNetV2_PCA_Adaboost,MobileNetV2,PCA,Adaboost,62720.0,67.6471,88.2353,88.2353,88.2353,85.2941,86.9748,85.5042,85.5042,86.7647,82.3529,82.3529,82.3529,89.4958,84.3396,7.7774,85.2941,82.3529,88.5714,97.0588,58.8235
MobileNetV2_PCA_Gaussian,MobileNetV2,PCA,Gaussian,62720.0,70.5882,86.7647,82.6050,79.7059,79.7059,76.8067,69.5798,69.5798,70.5882,70.5882,71.0084,69.5798,69.8824,74.8389,9.1628,73.5294,68.5714,80.0000,100.0000,52.9412
MobileNetV2_UMAP_PCC,MobileNetV2,UMAP,PCC,62720.0,78.2773,77.9412,78.2773,75.0000,77.9412,76.4706,76.4706,77.9412,79.4118,77.9412,79.4118,76.8067,77.2101,77.5406,5.2587,77.1429,73.5294,80.0000,91.1765,64.7059
MobileNetV2_UMAP_J48,MobileNetV2,UMAP,J48,62720.0,77.1429,77.9412,76.8067,76.4706,76.4706,72.4790,76.4706,79.4118,77.9412,76.4706,78.2773,76.8067,78.7143,76.0784,6.4639,76.4706,71.2185,80.0000,88.5714,51.4286
MobileNetV2_UMAP_RBF,MobileNetV2,UMAP,RBF,62720.0,79.7059,80.8824,76.4706,76.4706,79.4118,77.9412,76.4706,75.0000,73.5294,72.0588,73.5294,75.0000,90.6471,76.0553,7.6811,76.4706,71.4286,82.3529,91.1765,48.5714
MobileNetV2_UMAP_LinearSVM,MobileNetV2,UMAP,LinearSVM,62720.0,60.2941,76.4706,69.5798,70.5882,72.4790,75.0000,77.9412,75.0000,71.0084,69.5798,70.5882,76.4706,93.5714,74.0805,7.9472,73.5294,68.5714,82.3529,91.1765,51.4286
MobileNetV2_UMAP_MLP,MobileNetV2,UMAP,MLP,62720.0,72.4790,79.4118,72.4790,76.8487,70.5882,71.0084,73.5294,71.0084,54.4117,55.8824,51.4706,48.5294,91.8067,66.2780,13.9490,70.5882,55.8824,76.4706,88.2353,28.5714
MobileNetV2_UMAP_Logistic,MobileNetV2,UMAP,Logistic,62720.0,61.7647,82.3529,76.4706,79.7059,79.7479,78.2773,79.4118,77.9412,79.7059,77.9412,77.9412,77.9412,93.2857,77.5833,8.0206,79.4118,73.5294,82.3529,91.1765,48.5714
MobileNetV2_UMAP_RandomForest,MobileNetV2,UMAP,RandomForest,62720.0,79.4118,82.3529,83.8235,85.2941,82.6050,82.3529,80.8824,82.3529,83.8235,82.3529,82.3529,80.8824,87.7311,81.8522,4.2341,82.3529,79.4118,85.2941,91.4286,70.5882
MobileNetV2_UMAP_Adaboost,MobileNetV2,UMAP,Adaboost,62720.0,79.4118,79.4118,77.9412,76.4706,80.8824,79.4118,77.9412,77.9412,81.1345,81.1765,79.4118,82.6050,89.4958,79.1415,5.6262,79.4118,76.4706,82.8571,88.5714,61.7647
MobileNetV2_UMAP_Gaussian,MobileNetV2,UMAP,Gaussian,62720.0,77.9412,76.8067,76.8067,82.3529,79.4118,82.3529,78.2773,79.4118,80.8824,80.8824,79.4118,82.3529,69.8824,80.0917,4.9627,79.4118,76.4706,82.8571,91.4286,67.6471
MobileNetV2_ReliefF_PCC,MobileNetV2,ReliefF,PCC,62720.0,69.5798,81.1765,80.8824,80.0000,80.8824,79.4118,80.8824,79.4118,77.9412,72.0588,73.5294,73.5294,77.2101,76.3767,7.2480,76.8067,71.4286,82.3529,88.2353,52.9412
MobileNetV2_ReliefF_J48,MobileNetV2,ReliefF,J48,62720.0,66.1765,76.4706,76.4706,75.0000,77.9412,79.4118,79.4118,82.3529,82.3529,83.8235,79.4118,82.3529,78.7143,77.9286,8.7900,79.4118,73.5294,85.2941,94.1176,51.4286
MobileNetV2_ReliefF_RBF,MobileNetV2,ReliefF,RBF,62720.0,72.0588,78.2773,82.3529,82.3529,84.0756,85.7143,86.9748,88.2353,88.4033,89.7059,89.8740,88.5714,90.6471,84.7164,7.3052,85.2941,82.3529,91.1765,97.0588,57.1429
MobileNetV2_ReliefF_LinearSVM,MobileNetV2,ReliefF,LinearSVM,62720.0,67.6471,79.7059,81.1345,82.3529,85.5042,86.9748,88.4033,85.2941,88.2353,88.2353,88.2353,88.2353,93.5714,84.0560,7.4659,85.2941,79.8529,88.3193,97.0588,48.5714
MobileNetV2_ReliefF_MLP,MobileNetV2,ReliefF,MLP,62720.0,69.1176,77.9412,82.6050,85.2941,85.2941,85.5042,85.2941,86.7647,89.8740,85.2941,84.0756,85.5042,91.8067,83.1702,7.6383,85.2941,79.4118,88.2353,97.0588,54.2857
MobileNetV2_ReliefF_Logistic,MobileNetV2,ReliefF,Logistic,62720.0,69.1176,79.4118,82.6050,85.2941,85.5042,84.0336,85.2941,84.0756,85.2941,88.2353,88.2353,86.7647,93.2857,83.8599,7.1083,85.2941,81.7647,88.2353,97.0588,51.4286
MobileNetV2_ReliefF_RandomForest,MobileNetV2,ReliefF,RandomForest,62720.0,64.7059,76.8487,82.3529,83.8235,84.0756,85.2941,86.7647,89.8740,89.7059,88.2353,88.4033,88.4033,87.7311,84.3333,8.6033,85.2941,81.7647,91.1765,97.0588,51.4286
MobileNetV2_ReliefF_Adaboost,MobileNetV2,ReliefF,Adaboost,62720.0,69.1176,73.9076,78.2773,79.4118,82.3529,83.8235,86.9748,84.2857,88.2353,86.9748,86.9748,83.8235,89.4958,82.1856,8.3525,82.3529,79.4118,88.2353,97.0588,54.2857
MobileNetV2_ReliefF_Gaussian,MobileNetV2,ReliefF,Gaussian,62720.0,67.6471,77.1429,80.8824,84.0756,85.5462,84.0756,85.5042,83.8235,84.0756,83.8235,82.3529,79.7059,69.8824,82.0154,7.2887,82.3529,77.1429,88.2353,97.0588,48.5714
EfficientNetB0_PCA_PCC,EfficientNetB0,PCA,PCC,62720.0,82.3529,88.4033,85.2941,83.8235,88.2353,85.5042,83.8235,83.8235,79.4118,76.4706,72.0588,70.5882,72.8656,81.6015,8.6089,82.3529,76.4706,88.2353,100.0000,45.7143
EfficientNetB0_PCA_J48,EfficientNetB0,PCA,J48,62720.0,76.4706,76.4706,77.9412,82.3529,79.7059,82.6050,79.4118,80.8824,73.5294,76.8067,77.9412,72.0588,73.1176,77.9531,6.5066,79.4118,73.5294,82.3529,91.1765,57.1429
EfficientNetB0_PCA_RBF,EfficientNetB0,PCA,RBF,62720.0,83.8235,89.7059,88.2353,88.2353,88.2353,88.2353,89.7059,89.7059,89.8740,88.2353,88.2353,86.7647,88.0252,87.9531,4.4067,88.2353,85.2941,91.1765,97.0588,76.4706
EfficientNetB0_PCA_LinearSVM,EfficientNetB0,PCA,LinearSVM,62720.0,83.8235,85.5042,86.7647,86.7647,85.5042,85.5042,79.7479,85.5042,85.2941,83.8235,85.2941,89.8740,92.1261,85.1331,5.9960,85.2941,81.7647,88.5714,97.0588,67.6471
EfficientNetB0_PCA_MLP,EfficientNetB0,PCA,MLP,62720.0,82.3529,88.2353,86.7647,85.5042,88.2353,84.2857,86.7647,85.2941,77.9412,77.9412,69.1176,57.9832,90.0672,80.7941,10.9846,82.3529,76.4706,88.2353,100.0000,40.0000
EfficientNetB0_PCA_Logistic,EfficientNetB0,PCA,Logistic,62720.0,82.3529,85.5042,84.0756,89.7059,85.5042,86.7647,77.9412,86.9748,88.2353,85.2941,85.2941,92.6471,91.5462,86.0987,5.3967,85.2941,82.3529,91.1765,97.0588,74.2857
EfficientNetB0_PCA_RandomForest,EfficientNetB0,PCA,RandomForest,62720.0,82.3529,86.9748,88.4033,86.7647,85.2941,85.2941,86.7647,83.8235,82.3529,83.8235,81.1765,81.1765,89.4790,83.9181,4.8360,84.0756,82.3529,88.2353,97.0588,67.6471
EfficientNetB0_PCA_Adaboost,EfficientNetB0,PCA,Adaboost,62720.0,82.6050,86.7647,86.7647,85.2941,85.2941,86.7647,86.9748,84.0756,88.2353,82.6471,82.3529,85.2941,86.2857,84.4174,5.9155,85.2941,79.4118,88.2353,97.0588,71.4286
EfficientNetB0_PCA_Gaussian,EfficientNetB0,PCA,Gaussian,62720.0,76.8067,80.8824,69.1176,69.1176,72.0588,73.5294,72.0588,73.5294,75.0000,75.3782,73.9076,73.9076,80.0924,73.6225,6.3077,73.5294,68.5714,76.4706,88.2353,60.0000
EfficientNetB0_UMAP_PCC,EfficientNetB0,UMAP,PCC,62720.0,74.2857,76.4706,77.9412,79.4118,79.7059,82.3529,79.4118,78.2773,76.4706,80.8824,79.4118,79.4118,72.8656,78.6506,3.9563,79.4118,76.4706,82.3529,88.5714,67.6471
EfficientNetB0_UMAP_J48,EfficientNetB0,UMAP,J48,62720.0,73.9076,82.3529,76.4706,77.9412,73.9076,78.2773,76.4706,79.7059,79.4118,82.3529,75.0000,77.9412,73.1176,77.7073,6.6822,77.1429,73.5294,82.3529,91.1765,61.7647
EfficientNetB0_UMAP_RBF,EfficientNetB0,UMAP,RBF,62720.0,76.4706,75.3782,72.0589,63.2353,70.5882,70.5882,58.8235,61.7647,51.4706,50.0000,50.0000,50.0000,88.0252,60.8964,14.1095,58.8235,50.0000,73.5294,91.1765,34.2857
EfficientNetB0_UMAP_LinearSVM,EfficientNetB0,UMAP,LinearSVM,62720.0,50.7143,70.5882,69.1176,70.5882,69.1176,72.0589,73.5294,72.0588,70.5882,72.0588,69.1176,73.5294,92.1261,67.9321,11.0531,69.1176,57.1429,76.4706,85.2941,34.2857
EfficientNetB0_UMAP_MLP,EfficientNetB0,UMAP,MLP,62720.0,67.6471,78.2773,72.4790,75.0000,69.1176,66.1765,58.8235,53.6135,50.0000,48.5294,51.4706,51.4706,90.0672,61.6520,13.6113,61.7647,50.0000,71.9538,91.1765,34.2857
EfficientNetB0_UMAP_Logistic,EfficientNetB0,UMAP,Logistic,62720.0,52.9412,72.0588,70.5882,73.9076,72.4790,75.0000,75.0000,73.5294,67.6471,72.0588,72.0588,72.4790,91.5462,70.1744,10.8549,71.4286,62.5840,79.4118,88.2353,44.1176
EfficientNetB0_UMAP_RandomForest,EfficientNetB0,UMAP,RandomForest,62720.0,78.2773,83.8235,83.8235,85.2941,85.2941,85.2941,85.2941,85.2941,85.2941,83.8235,85.5462,88.4033,89.4790,83.3312,5.4034,85.2941,79.4118,88.2353,94.1176,70.5882
EfficientNetB0_UMAP_Adaboost,EfficientNetB0,UMAP,Adaboost,62720.0,69.5798,82.6050,81.1345,80.0000,82.6050,79.4118,82.3529,82.3529,82.6050,79.4118,82.6050,80.8824,86.2857,79.9293,7.0551,81.1765,76.4706,85.2941,94.1176,58.8235
EfficientNetB0_UMAP_Gaussian,EfficientNetB0,UMAP,Gaussian,62720.0,71.0084,77.9412,78.2773,82.3529,73.9076,79.7479,79.7059,76.8067,79.4118,76.4706,77.9412,82.6050,80.0924,77.1162,7.0211,76.8067,71.4286,82.3529,91.1765,52.9412
EfficientNetB0_ReliefF_PCC,EfficientNetB0,ReliefF,PCC,62720.0,49.2857,60.2941,63.7815,65.7143,65.2101,67.6471,69.5798,69.5798,66.6807,64.7059,63.7815,64.7059,72.8656,64.1940,8.5302,64.7059,61.3235,70.5882,80.0000,38.2353
EfficientNetB0_ReliefF_J48,EfficientNetB0,ReliefF,J48,62720.0,52.9412,58.8235,55.8824,61.7647,61.7647,61.7647,65.2101,66.1765,63.2353,70.5882,71.0084,69.5798,73.1176,62.7038,9.0953,63.7815,55.8824,68.5714,85.2941,42.8571
EfficientNetB0_ReliefF_RBF,EfficientNetB0,ReliefF,RBF,62720.0,44.1176,58.8235,63.7815,69.1176,64.7059,69.5798,69.5798,70.5882,80.8824,82.3529,85.2941,86.7647,88.0252,70.1380,13.2322,70.5882,61.7647,79.4118,94.1176,35.2941
EfficientNetB0_ReliefF_LinearSVM,EfficientNetB0,ReliefF,LinearSVM,62720.0,50.0000,57.3529,60.8824,66.1765,66.6807,68.1093,67.6471,73.5294,77.9412,82.3529,85.2941,86.9748,92.1261,69.9454,13.1859,68.5714,61.7647,80.1471,94.2857,35.2941
EfficientNetB0_ReliefF_MLP,EfficientNetB0,ReliefF,MLP,62720.0,45.5882,63.2353,64.7059,69.1176,68.1093,69.5378,75.3782,75.0000,79.4118,83.8235,85.2941,89.7059,90.0672,71.9713,13.2336,73.5294,64.7059,82.3529,100.0000,35.2941
EfficientNetB0_ReliefF_Logistic,EfficientNetB0,ReliefF,Logistic,62720.0,44.1176,60.2941,62.8571,68.1513,66.1765,69.5798,71.0084,76.4706,79.7479,82.3529,85.2941,85.2941,91.5462,70.7276,12.7560,71.4286,62.5840,82.3529,91.4286,37.1429
EfficientNetB0_ReliefF_RandomForest,EfficientNetB0,ReliefF,RandomForest,62720.0,49.2437,64.7059,69.5798,72.0588,73.5294,75.0000,75.3782,82.3529,82.6050,82.3529,86.7647,86.7647,89.4790,74.9279,11.0345,76.4706,68.5714,82.4789,94.1176,41.1765
EfficientNetB0_ReliefF_Adaboost,EfficientNetB0,ReliefF,Adaboost,62720.0,48.5294,61.7647,67.6471,63.2353,70.5882,72.4790,70.5882,72.0588,76.8067,79.7059,79.4118,79.4118,86.2857,70.6940,10.7982,72.4790,64.7059,79.4118,88.5714,38.2353
EfficientNetB0_ReliefF_Gaussian,EfficientNetB0,ReliefF,Gaussian,62720.0,55.0840,60.2942,60.8824,66.1765,68.1513,66.6386,72.4369,76.4706,79.4118,79.4118,82.3529,82.3529,80.0924,69.6394,11.9386,70.5882,61.3235,79.4118,91.4286,35.2941
EfficientNetB1_PCA_PCC,EfficientNetB1,PCA,PCC,81920.0,86.9748,85.2941,82.8571,86.9327,82.6471,85.5042,85.2941,85.5042,85.2941,85.5042,85.2941,81.1765,84.2185,85.2633,5.4385,85.2941,82.3529,88.5714,97.0588,73.5294
EfficientNetB1_PCA_J48,EfficientNetB1,PCA,J48,81920.0,76.4706,82.3529,80.0000,79.4118,79.7059,79.7059,77.1429,81.1765,73.5294,76.8487,76.8067,79.4118,75.7059,78.6085,6.2139,79.4118,73.5294,82.3529,94.1176,64.7059
EfficientNetB1_PCA_RBF,EfficientNetB1,PCA,RBF,81920.0,85.2941,86.9327,86.9327,86.9748,86.9748,88.4033,91.1765,88.4033,88.2353,91.1765,91.1765,89.7059,90.0588,88.8480,4.4820,88.2353,85.2941,94.1176,97.0588,79.4118
EfficientNetB1_PCA_LinearSVM,EfficientNetB1,PCA,LinearSVM,81920.0,85.5042,86.7647,88.4454,88.2353,88.4033,85.2941,80.8824,83.8235,86.7647,89.7059,92.6471,94.1176,92.6975,87.3151,5.7178,88.2353,82.3529,91.1765,97.1429,74.2857
EfficientNetB1_PCA_MLP,EfficientNetB1,PCA,MLP,81920.0,85.5042,88.2353,86.9748,79.4118,85.5042,82.6050,79.4118,80.8824,77.9412,77.9412,77.9412,58.8235,90.0588,79.9804,9.8621,79.4118,76.4706,85.7143,94.1176,48.5714
EfficientNetB1_PCA_Logistic,EfficientNetB1,PCA,Logistic,81920.0,85.5042,85.2941,85.7143,88.2353,88.2353,85.2941,79.7059,85.2941,88.2353,91.1765,94.1176,94.1176,91.8151,87.6330,5.6087,88.2353,85.2941,91.1765,100.0000,73.5294
EfficientNetB1_PCA_RandomForest,EfficientNetB1,PCA,RandomForest,81920.0,76.8067,85.5042,86.9748,91.1765,85.2941,86.9748,85.5042,82.3529,81.1765,79.4118,79.7059,79.4118,89.4622,82.9972,6.5447,82.3529,79.4118,88.2353,97.0588,64.7059
EfficientNetB1_PCA_Adaboost,EfficientNetB1,PCA,Adaboost,81920.0,82.3529,84.0756,85.2941,86.9748,82.8571,82.3529,84.0756,88.2353,85.2941,86.7647,80.8824,79.4118,90.6638,83.3382,6.3156,82.8571,79.4118,88.2353,97.0588,70.5882
EfficientNetB1_PCA_Gaussian,EfficientNetB1,PCA,Gaussian,81920.0,85.2941,86.9748,78.2773,73.5294,73.9496,70.5882,72.0588,69.1176,70.5882,69.1176,69.1176,69.5798,82.1597,73.8943,7.6583,73.5294,67.6471,77.7101,94.1176,60.0000
EfficientNetB1_UMAP_PCC,EfficientNetB1,UMAP,PCC,81920.0,79.7059,79.7059,80.8824,84.0756,82.3529,81.1345,79.7059,83.8235,79.7059,81.1765,79.4118,81.1765,84.2185,80.5105,6.2202,81.1765,76.4706,85.2941,91.1765,64.7059
EfficientNetB1_UMAP_J48,EfficientNetB1,UMAP,J48,81920.0,72.0588,84.0756,78.2773,78.2773,81.1765,80.0000,76.8487,80.8824,75.0000,80.8824,77.9412,78.2773,75.7059,78.3312,6.1341,79.4118,73.5294,82.3529,91.1765,64.7059
EfficientNetB1_UMAP_RBF,EfficientNetB1,UMAP,RBF,81920.0,76.8067,76.8067,78.2353,75.3782,73.9076,76.4706,76.8487,76.4706,73.9076,73.9076,75.3362,73.5294,90.0588,75.9958,5.5616,76.4706,73.0042,79.4118,88.2353,58.8235
